0,group,0.359567,1,27,0.359567,2.858802,0.102389,0.095744,NaN,ROI_ALL
1,block,0.144365,1,27,0.144365,16.795957,0.000341,0.383505,1.0,ROI_ALL
2,Interaction,0.096398,1,27,0.096398,11.215240,0.002403,0.293476,NaN,ROI_ALL
0,group,0.562476,1,27,0.562476,3.805071,0.061548,0.123521,NaN,ROI_LEFT
1,block,0.102175,1,27,0.102175,9.493803,0.004704,0.260148,1.0,ROI_LEFT
2,Interaction,0.076542,1,27,0.076542,7.112128,0.012779,0.208493,NaN,ROI_LEFT
0,group,0.348887,1,27,0.348887,2.633523,0.116249,0.088870,NaN,ROI_RIGHT
1,block,0.219486,1,27,0.219486,20.091641,0.000122,0.426650,1.0,ROI_RIGHT
2,Interaction,0.140300,1,27,0.140300,12.842980,0.001316,0.322340,NaN,ROI_RIGHT
0,group,0.232397,1,27,0.232397,1.437218,0.241007,0.050540,NaN,O1_dB
1,block,0.088325,1,27,0.088325,9.022752,0.005693,0.250474,1.0,O1_dB
2,Interaction,0.058845,1,27,0.058845,6.011226,0.020968,0.182096,NaN,O1_dB
0,group,0.333021,1,27,0.333021,2.761265,0.108141,0.092781,NaN,O2_dB
1,block,0.185496,1,27,0.185496,21.310055,0.000085,0.441110,1.0,O2_dB
2,Interaction,0.151449,1,27,0.151449,17.398685,0.000281,0.391874,NaN,O2_dB
0,group,0.100422,1,27,0.100422,0.805005,0.377532,0.028952,NaN,Oz_dB
1,block,0.104645,1,27,0.104645,16.270446,0.000405,0.376018,1.0,Oz_dB
2,Interaction,0.062470,1,27,0.062470,9.712950,0.004309,0.264565,NaN,Oz_dB
0,group,1.036106,1,27,1.036106,6.962705,0.013648,0.205010,NaN,PO7_dB
1,block,0.117032,1,27,0.117032,8.941382,0.005885,0.248777,1.0,PO7_dB
2,Interaction,0.096563,1,27,0.096563,7.377542,0.011379,0.214604,NaN,PO7_dB
0,group,0.365122,1,27,0.365122,2.401268,0.132880,0.081672,NaN,PO8_dB
1,block,0.256335,1,27,0.256335,18.318240,0.000210,0.404213,1.0,PO8_dB
2,Interaction,0.129577,1,27,0.129577,9.259888,0.005169,0.255376,NaN,PO8_dB
